AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4157.443022049286,4130.263214007782,4162.045019455253,4148.707471732662,4124.095972991531,4175.908065156024,4172.829782101167,4178.959461356527,4159.999098191805,4164.63360265507,4205.114178988327,4204.6228992141605,3889.2242784771497,4201.530183718623
4146.665745784695,4126.171296864271,4152.806381322957,4140.0023465323875,4129.764552529183,4160.515042343786,4156.909937743191,4165.6375594720375,4147.164372014953,4153.333488212405,4191.283224536507,4193.844289921416,3878.446709239338,4186.682595712215
4139.994098573281,4118.982793774319,4148.201452658885,4138.44914991989,4136.393133440146,4150.24117723354,4148.737750972763,4151.790199740597,4142.563243762875,4134.362993057145,4186.661661707484,4192.304488593881,3882.0392323186084,4181.0442711528185
4153.337392996108,4128.7149210345615,4157.44009079118,4151.7777441062035,4135.890275577935,4171.78429922942,4164.091556420233,4162.57754024567,4155.397969939727,4150.765280384528,4200.526350194553,4201.030029449912,3896.912277866789,4196.925551995117
4149.231763942931,4130.263214007782,4157.44009079118,4147.190395971618,4128.210264591439,4176.405761043718,4155.883992217899,4162.57754024567,4157.957996185244,4151.278921950103,4193.341000686656,4197.950426794842,3888.2183720149537,4195.390674753948
4136.914876783398,4118.466696116579,4150.244889753567,4134.873185626002,4127.707406729229,4152.303060196842,4139.504241245137,4149.224729076066,4142.563243762875,4134.87663462272,4181.028077821012,4192.817755703059,3879.488540932326,4183.581517204547
4151.28457846952,4125.139101548791,4153.842490272374,4148.201779812314,4129.764552529183,4148.2148439765015,4156.414653696498,4156.921141069657,4147.164372014953,4149.737997253376,4197.422818951705,4200.516762340734,3903.091417563134,4196.925551995117
4161.0354474708165,4143.091927214466,4158.447418936446,4158.460101625086,4131.7759839780265,4167.162837415122,4173.3250661478605,4176.424899977112,4154.360121461814,4169.735775539788,4210.2417523460745,4206.675967650874,3916.4196781872283,4209.235893949797
4142.560116731517,4136.935619439994,4149.755616083009,4143.578310826277,4133.33027191577,4175.3748195620665,4162.03966536965,4169.223036545358,4139.4842932784,4163.6063195239185,4196.410797894255,4197.437159685664,3900.0018477149615,4194.356981918058
4132.296044098573,4122.55861326009,4138.962814526589,4137.437766079195,4128.210264591439,4166.665141527428,4147.181143968872,4152.8102061493855,4136.405342793927,4147.683430991074,4181.5340883497365,4188.198351720454,3890.266110170138,4182.579148393987
4135.888469520103,4124.106906233311,4137.4374319066155,4142.061235065233,4121.033111467154,4156.391276417182,4149.763696498055,4152.315657587548,4140.522141756313,4138.9857671473255,4178.970301670863,4189.73815304799,3890.266110170138,4184.615210040436
4135.375265888456,4124.623003891051,4141.035032425422,4143.072618905929,4126.655976653696,4158.453159380484,4154.858046692607,4156.921141069657,4138.446444800488,4142.0676165407795,4185.143630121309,4192.304488593881,3887.6794935530634,4184.114025635156
4134.862062256809,4121.0103202868695,4141.524306095979,4146.142891279469,4137.444563515678,4158.453159380484,4144.633968871595,4154.881128252079,4150.7622467383835,4143.094899671931,4186.155651178759,4192.304488593881,3891.272016632334,4184.114025635156
4140.507302204928,4129.747116350042,4145.121906614786,4153.836632639049,4140.0045671778435,4152.836305790799,4135.895743190662,4149.750186923018,4161.521275959411,4143.094899671931,4184.603885557336,4192.817755703059,3902.5525391012434,4190.786043030442
4142.560116731517,4140.511438925765,4151.280998702983,4154.884137331198,4139.501709315633,4158.453159380484,4149.233035019455,4151.790199740597,4144.08542153048,4150.2516388189515,4191.789235065232,4193.844289921416,3911.282370183871,4195.891859159227
4138.454487678339,4139.995341268025,4151.799053177691,4154.342324559396,4138.4502792401,4169.7579659723815,4164.091556420233,4155.901134660869,4123.086287327382,4145.628864728771,4194.353021744107,4193.844289921416,3912.8271551079574,4195.891859159227
4143.586523994812,4141.543634241245,4152.3171076523995,4158.965793545434,4136.941705653468,4170.255661860076,4159.987774319066,4153.86112184329,4130.2474418249785,4138.9857671473255,4188.213427328908,4197.437159685664,3910.2405384908825,4197.959244831006
4152.310985732814,4148.216039673457,4155.396653696498,4158.965793545434,4136.393133440146,4166.167445639735,4156.909937743191,4151.29565117876,4153.841197222858,4147.683430991074,4185.143630121309,4202.569830777447,3911.282370183871,4199.9953064774545
4153.337392996108,4149.727468528267,4154.87859922179,4156.401213092241,4140.0045671778435,4167.696083009079,4158.466544747082,4158.466605325399,4152.803348744945,4159.497186999313,4190.271203479057,4200.0034952315555,3919.473322804608,4201.028999313344
4150.771374837873,4148.216039673457,4152.3171076523995,4155.895521171893,4141.010282902265,4166.167445639735,4151.284926070039,4159.486611734188,4135.88641855497,4154.874412909133,4190.777214007782,4195.38409124895,3923.065845883879,4196.424367589837
4149.744967574578,4148.732137331197,4150.762944228275,4156.401213092241,4135.890275577935,4165.136504158084,4149.233035019455,4150.2447354848555,4147.164372014953,4144.60158159762,4186.155651178759,4196.410625467307,3923.065845883879,4190.253534599832
4143.586523994812,4148.732137331197,4143.596523994813,4151.7777441062035,4133.8331297779805,4172.815240711071,4158.961828793775,4151.790199740597,4158.442325474937,4149.2243556878,4186.155651178759,4195.38409124895,3924.610630807965,4183.080332799267
4129.216822308689,4141.543634241245,4133.321776913101,4142.061235065233,4140.507425040055,4166.167445639735,4153.336817120623,4156.395683222705,4140.0032175173565,4151.278921950103,4182.579843442435,4191.791221484703,3916.4196781872283,4174.372253757534
4122.545175097276,4140.511438925765,4131.7963942931265,4141.5194222934315,4136.393133440146,4153.334001678493,4140.530186770428,4154.881128252079,4131.804214541848,4133.335709925994,4175.394493934539,4188.711618829633,3904.600277256428,4169.736298008697
4130.243229571984,4154.372347447928,4135.393994811933,4151.2720521858555,4122.587399404898,4164.105562676433,4152.806155642023,4154.355670405127,4141.006471046006,4126.144728007935,4178.970301670863,4188.198351720454,3911.785323414969,4174.372253757534
4139.994098573281,4162.556181734951,4139.998923476006,4158.965793545434,4126.655976653696,4178.46764400702,4165.117501945526,4155.901134660869,4141.525395284962,4149.2243556878,4185.649640650035,4190.764687266346,3926.1554157320516,4181.0442711528185
4137.428080415045,4155.367678644999,4141.524306095979,4156.906905012589,4143.06742870222,4170.255661860076,4154.362762645915,4157.9411474784465,4147.164372014953,4159.497186999313,4182.579843442435,4192.817755703059,3930.25089204242,4181.0442711528185
4135.375265888456,4157.432069275959,4138.962814526589,4153.330940718701,4138.998851453422,4166.167445639735,4152.806155642023,4168.728487983521,4165.119150682841,4150.2516388189515,4187.707416800183,4197.950426794842,3937.435938200961,4185.648902876325
4146.665745784695,4177.965383230335,4144.603852140078,4161.0246820782795,4130.770268253605,4179.498585488671,4169.751945525292,4179.484919203479,4173.837077897307,4161.551753261616,4201.538371252002,4200.516762340734,3945.6268908216985,4192.320920271611
4154.3638002594025,4187.697510490578,4153.3244357976655,4170.235499198901,4145.124574502174,4170.753357747769,4166.674108949416,4168.2030301365685,4161.521275959411,4176.413115892271,4201.032360723278,4195.897358358129,3944.1180311284047,4193.855797512779
4153.850596627755,4182.057300373846,4155.396653696498,4170.7773119707035,4151.798869764248,4153.831697566186,4150.258980544747,4150.770193331808,4138.965369039444,4169.222133974212,4196.410797894255,4194.357557030594,3948.716460669871,4195.891859159227
4154.87700389105,4183.089495689326,4153.842490272374,4168.718423437858,4142.564570840009,4162.043679713131,4148.737750972763,4150.770193331808,4135.88641855497,4155.388054474708,4198.974584573129,4194.870824139773,3957.446291752499,4198.460429236286
4157.443022049286,4192.305525291829,4154.87859922179,4170.235499198901,4140.507425040055,4183.089105821317,4162.570326848249,4159.486611734188,4152.803348744945,4151.792563515679,4201.032360723278,4195.38409124895,3956.4044600595103,4200.527814908064
4155.390207522697,4187.181412832838,4156.403981841764,4172.800079652095,4144.118858777752,4192.296479743649,4171.273175097276,4158.961153887236,4158.961249713893,4153.8471297779815,4199.986605630579,4194.357557030594,3957.9492449835966,4200.527814908064
4148.718560311284,4169.228587167163,4148.719507133593,4165.106338292516,4140.0045671778435,4180.493977264058,4158.961828793775,4151.29565117876,4148.721144731822,4152.81984664683,4192.295245593958,4191.277954375524,3960.4999363698785,4194.356981918058
4148.205356679637,4170.776880140384,4143.078469520104,4156.906905012589,4136.393133440146,4171.286603341727,4151.780210116732,4156.921141069657,4149.240068970778,4155.388054474708,4193.341000686656,4192.304488593881,3957.9492449835966,4193.855797512779
4152.824189364461,4184.0848268863965,4147.683398184176,4163.589262531472,4135.890275577935,4171.78429922942,4162.570326848249,4163.59754665446,4158.961249713893,4165.147244220645,4199.480595101854,4194.870824139773,3958.991076676585,4196.925551995117
4152.824189364461,4182.573398031586,4152.806381322957,4169.729807278554,4134.381701991302,4171.78429922942,4159.492490272373,4156.395683222705,4151.2811709773405,4171.276700236514,4190.777214007782,4193.331022812237,3959.494029907683,4190.786043030442
4152.824189364461,4181.025105058366,4154.360544747082,4166.659534905013,4135.890275577935,4171.286603341727,4148.737750972763,4156.395683222705,4151.8000952162965,4167.681209277485,4188.213427328908,4194.357557030594,3961.541768062867,4190.253534599832
4158.46942931258,4186.665315175097,4155.885927367056,4169.729807278554,4136.941705653468,4173.348486305028,4157.935883268483,4167.677572289616,4168.198101167315,4161.03811169604,4200.526350194553,4198.46369390402,3969.229767452506,4200.527814908064
4156.929818417639,4178.960714427405,4153.842490272374,4168.21273151751,4137.444563515678,4168.72702449073,4162.03966536965,4163.0720888075075,4164.081302204929,4155.388054474708,4195.90478736553,4194.870824139773,3966.6790760662243,4196.424367589837
4150.258171206226,4168.712489509423,4147.683398184176,4157.954409704738,4137.947421377889,4166.665141527428,4152.806155642023,4151.29565117876,4146.161118486305,4150.2516388189515,4180.522067292287,4187.171817502098,3955.9015068284125,4181.545455558098
4151.28457846952,4171.809075455863,4145.639961089494,4159.471485465782,4133.33027191577,4178.46764400702,4159.987774319066,4151.29565117876,4153.322272983902,4147.169789425498,4182.579843442435,4188.198351720454,3955.9015068284125,4182.046639963378
4153.337392996108,4174.352699626154,4148.719507133593,4164.600646372168,4130.770268253605,4187.177322041658,4168.195338521401,4152.315657587548,4162.559124437324,4157.442620737011,4186.155651178759,4189.73815304799,3958.4521982146944,4186.682595712215
4150.258171206226,4168.712489509423,4149.755616083009,4160.0132982375835,4134.884559853513,4182.5558602273595,4159.987774319066,4154.355670405127,4148.721144731822,4158.983545433738,4181.028077821012,4188.198351720454,3955.3985535973143,4182.046639963378
4152.824189364461,4169.228587167163,4154.360544747082,4163.589262531472,4140.0045671778435,4176.405761043718,4159.492490272373,4152.315657587548,4146.645447775997,4135.390276188296,4183.085853971161,4191.791221484703,3955.9015068284125,4186.150087281605
4157.443022049286,4173.320504310674,4156.922036316472,4171.788695811399,4133.8331297779805,4172.317544823377,4167.169392996109,4141.528317082475,4148.721144731822,4140.013050278477,4188.213427328908,4192.304488593881,3956.907413290608,4193.855797512779
4149.231763942931,4164.620572365911,4147.165343709468,4164.09495445182,4125.147403067063,4171.286603341727,4157.935883268483,4147.679264820325,4139.4842932784,4172.303983367666,4181.5340883497365,4187.685084611277,3954.3567219043257,4185.648902876325
4141.533709468223,4157.9481669337,4142.5604150453955,4153.836632639049,4128.713122453651,4167.162837415122,4146.68585992218,4168.2030301365685,4145.123270008392,4165.147244220645,4173.842728313115,4188.711618829633,3962.044721293965,4177.442008239872
4147.692153047989,4165.136670023651,4149.755616083009,4159.471485465782,4140.0045671778435,4166.167445639735,4156.414653696498,4173.3339714656295,4156.920147707332,4150.2516388189515,4185.143630121309,4196.410625467307,3979.50438345922,4191.287227435721
4157.956225680933,4169.744684824903,4156.403981841764,4169.224115358206,4150.793154039826,4175.3748195620665,4169.751945525292,4169.223036545358,4151.8000952162965,4180.008606851301,4202.550392309453,4203.596364995804,3993.83855054551,4206.66732387274
4165.622204928663,4172.325173113603,4162.563073929961,4173.847584344244,4151.296011902037,4186.146380560007,4167.700054474708,4170.243042954146,4146.645447775997,4192.8154032196535,4203.090136873427,4200.516762340734,3989.2401210040434,4202.062692149233
4165.622204928663,4184.0848268863965,4165.64261997406,4174.353276264592,4145.124574502174,4187.675017929351,4166.143447470818,4169.748494392309,4158.961249713893,4167.167567711909,4194.859032272831,4195.897358358129,3979.50438345922,4200.527814908064
4155.903411154344,4184.0848268863965,4157.44009079118,4172.294387731747,4141.010282902265,4181.524918745709,4165.6481634241245,4161.032075989929,4161.036946669718,4153.333488212405,4186.155651178759,4192.817755703059,3972.822290531777,4201.028999313344
4147.178949416342,4169.744684824903,4147.165343709468,4166.153842984665,4142.564570840009,4176.405761043718,4158.466544747082,4157.446598916609,4148.721144731822,4151.278921950103,4182.040098878462,4188.711618829633,3963.0865529869534,4188.217472953384
4150.258171206226,4169.228587167163,4151.280998702983,4165.106338292516,4146.176004577706,4181.524918745709,4164.622217898833,4166.16301731899,4153.322272983902,4159.497186999313,4190.271203479057,4195.38409124895,3964.6313379110397,4185.648902876325
4163.601465629053,4182.573398031586,4164.0884565499355,4175.906472877089,4149.238866102082,4193.860666819257,4181.532630350195,4171.788507209888,4170.239203173876,4176.926757457847,4202.550392309453,4204.6228992141605,3981.5521216144043,4200.527814908064
4170.754241245136,4187.697510490578,4169.7294941634245,4182.552709544519,4155.364589150835,4196.9179415579465,4178.985455252919,4171.293958648051,4175.878179903868,4180.008606851301,4207.171955138476,4205.136166323338,3990.78490592813,4205.633631036851
4163.088261997405,4178.444616769665,4161.526964980545,4175.906472877089,4150.244581826504,4190.27014648661,4171.273175097276,4178.959461356527,4172.3149001297015,4171.790341802091,4200.526350194553,4202.569830777447,3987.1923828488593,4200.527814908064
4163.088261997405,4178.444616769665,4161.526964980545,4175.906472877089,4150.244581826504,4190.27014648661,4171.273175097276,4178.959461356527,4172.3149001297015,4171.790341802091,4200.526350194553,4202.569830777447,3987.1923828488593,4200.527814908064
4151.28457846952,4167.680294193942,4147.165343709468,4168.21273151751,4138.998851453422,4188.208263523308,4176.402902723736,4183.070396276798,4171.7959758907455,4164.119961089494,4190.271203479057,4198.976961013199,3980.007336690318,4194.356981918058
4145.6393385214005,4167.164196536202,4138.473540856032,4165.106338292516,4144.621716639963,4188.705959411002,4178.454793774319,4173.859429312581,4170.758127412832,4161.551753261616,4190.271203479057,4193.844289921416,3974.3670754558634,4189.7523501945525
4144.099727626459,4168.712489509423,4136.919377431907,4165.106338292516,4154.8617312886245,4185.115439078356,4171.803836575876,4167.183023727779,4169.754873884183,4171.790341802091,4196.9168084229805,4191.277954375524,3974.3670754558634,4190.786043030442
4148.718560311284,4167.680294193942,4144.603852140078,4167.165226825361,4153.353157701991,4185.648684672313,4167.700054474708,4170.243042954146,4166.156999160754,4190.247195391776,4201.032360723278,4197.437159685664,3981.5521216144043,4195.891859159227
4153.337392996108,4166.168865339132,4152.3171076523995,4169.224115358206,4142.0617129777975,4190.767842374305,4165.6481634241245,4177.939454947737,4165.638074921797,4191.788120088502,4201.032360723278,4202.056563668269,3982.5580280766003,4196.925551995117
4151.797782101166,4167.680294193942,4151.799053177691,4168.718423437858,4135.387417715724,4190.27014648661,4167.169392996109,4184.090402685588,4178.957130388342,4180.522248416876,4200.526350194553,4198.46369390402,3979.50438345922,4196.424367589837
4151.797782101166,4168.712489509423,4154.360544747082,4169.729807278554,4143.06742870222,4186.146380560007,4172.829782101167,4179.484919203479,4181.032827344167,4171.790341802091,4203.090136873427,4200.516762340734,3981.5521216144043,4199.494122072175
4154.3638002594025,4170.260782482643,4155.885927367056,4169.224115358206,4155.913161364157,4185.115439078356,4172.299120622568,4169.748494392309,4167.679176928358,4167.681209277485,4202.550392309453,4206.675967650874,3983.599859769589,4204.631262226291
4161.0354474708165,4176.417090257115,4154.87859922179,4173.341892423896,4149.741723964294,4188.208263523308,4170.2472295719845,4174.353977874418,4172.799229419394,4168.1948508430605,4202.044381780728,4208.729036087587,3986.653504386969,4209.235893949797
4170.2410376134885,4183.605593347067,4163.0811284046695,4183.600214236668,4137.947421377889,4183.586801709011,4168.726000000001,4186.1613247882815,4176.91602838178,4179.494965285725,4208.217710231174,4208.729036087587,3990.2460274662394,4214.373034103914
4171.78064850843,4182.573398031586,4167.686057068742,4184.105906157016,4145.124574502174,4171.78429922942,4165.117501945526,4184.61586053254,4164.081302204929,4195.897252613107,4212.2995284962235,4205.649433432517,3991.7908123903258,4214.874218509193
4169.214630350194,4182.573398031586,4159.483527885863,4176.412164797437,4152.8045854886695,4170.255661860076,4161.544381322958,4176.919448538949,4171.7959758907455,4191.788120088502,4206.159934081025,4202.056563668269,3988.701242542153,4210.770771190966
4165.622204928663,4183.089495689326,4156.403981841764,4174.353276264592,4145.627432364385,4182.5558602273595,4157.44059922179,4172.808513618677,4190.235083848325,4170.249417105363,4196.410797894255,4200.0034952315555,3983.060981307698,4201.530183718623
4155.390207522697,4173.836601968414,4152.3171076523995,4167.165226825361,4137.444563515678,4189.7369008926535,4155.883992217899,4168.728487983521,4180.51390310521,4156.415337605859,4186.155651178759,4192.304488593881,3970.2715991454947,4189.219841763943
4145.126134889753,4159.49645990692,4138.962814526589,4153.836632639049,4134.884559853513,4177.436702525369,4155.883992217899,4164.617553063249,4158.961249713893,4152.306205081254,4176.406514991989,4188.198351720454,3956.4044600595103,4181.545455558098
4147.178949416342,4155.367678644999,4140.516977950714,4154.884137331198,4138.998851453422,4173.846182192722,4154.362762645915,4169.223036545358,4149.724398260471,4157.956262302587,4179.982322728313,4194.357557030594,3961.0388148317693,4181.0442711528185
4156.929818417639,4168.196391851682,4155.885927367056,4170.235499198901,4141.558855115587,4187.675017929351,4164.091556420233,4178.959461356527,4160.518022430762,4170.763058670939,4194.859032272831,4204.109632104982,3977.959598535134,4190.786043030442
4156.929818417639,4172.804406652934,4155.885927367056,4170.7773119707035,4135.387417715724,4182.058164339666,4168.726000000001,4172.808513618677,4167.160252689402,4170.763058670939,4192.834990157931,4202.056563668269,3974.3670754558634,4194.356981918058
4149.744967574578,4158.98036224918,4147.683398184176,4157.954409704738,4134.381701991302,4164.105562676433,4158.466544747082,4163.59754665446,4150.7622467383835,4163.092677958342,4183.085853971161,4194.357557030594,3962.547674525063,4185.648902876325
4154.3638002594025,4158.46426459144,4152.806381322957,4160.5189901579315,4138.998851453422,4174.343878080415,4159.492490272373,4177.939454947737,4149.240068970778,4172.303983367666,4194.859032272831,4195.38409124895,3974.3670754558634,4190.786043030442
4161.548651102464,4173.320504310674,4157.958145265889,4171.283003891051,4138.4502792401,4192.296479743649,4173.855727626459,4187.706789044022,4171.2770516517885,4173.844908064393,4203.5961474021515,4198.46369390402,3984.6057662317844,4199.494122072175
4156.416614785991,4174.868797283894,4153.3244357976655,4171.788695811399,4137.444563515678,4187.675017929351,4175.907618677043,4172.808513618677,4169.235949645227,4156.9289791714355,4189.225448386358,4199.490228122377,3973.864122224765,4193.323289082169
4152.310985732814,4169.744684824903,4151.799053177691,4168.718423437858,4140.507425040055,4174.877123674373,4158.961828793775,4161.032075989929,4150.243322499427,4156.9289791714355,4188.213427328908,4200.516762340734,3969.732720683604,4193.323289082169
4155.903411154344,4172.804406652934,4152.806381322957,4170.235499198901,4138.998851453422,4168.72702449073,4145.659914396887,4162.052082398718,4149.724398260471,4173.331266498817,4201.032360723278,4199.490228122377,3976.4148136110475,4201.530183718623
4154.3638002594025,4170.260782482643,4148.719507133593,4168.718423437858,4135.387417715724,4166.167445639735,4145.659914396887,4158.466605325399,4153.322272983902,4170.249417105363,4191.283224536507,4195.38409124895,3974.3670754558634,4191.287227435721
4150.258171206226,4165.652767681392,4148.201452658885,4167.670918745709,4135.890275577935,4162.043679713131,4144.633968871595,4154.355670405127,4153.841197222858,4155.388054474708,4182.040098878462,4193.331022812237,3970.7745523765925,4178.475701075761
4154.87700389105,4170.260782482643,4153.842490272374,4170.7773119707035,4137.444563515678,4162.5769253070885,4142.051416342412,4156.395683222705,4152.319019455253,4157.956262302587,4184.603885557336,4197.437159685664,3972.319337300679,4184.615210040436
4158.46942931258,4174.868797283894,4157.44009079118,4170.7773119707035,4137.947421377889,4176.405761043718,4155.388708171206,4162.57754024567,4149.240068970778,4166.140284580758,4183.591864499886,4201.030029449912,3972.319337300679,4190.786043030442
4154.87700389105,4172.804406652934,4155.396653696498,4171.283003891051,4136.941705653468,4185.648684672313,4170.777891050584,4170.243042954146,4162.559124437324,4167.681209277485,4190.271203479057,4198.976961013199,3972.822290531777,4188.217472953384
4152.824189364461,4168.712489509423,4148.201452658885,4167.165226825361,4138.4502792401,4177.436702525369,4168.726000000001,4170.7685008010985,4172.3149001297015,4169.735775539788,4197.962563515679,4200.516762340734,3975.9118603799498,4188.217472953384
4148.718560311284,4166.648098878462,4144.603852140078,4156.906905012589,4140.507425040055,4167.696083009079,4163.596272373541,4167.183023727779,4148.721144731822,4171.276700236514,4188.213427328908,4199.490228122377,3972.822290531777,4184.615210040436
4143.586523994812,4167.164196536202,4148.201452658885,4155.389829251545,4141.010282902265,4172.317544823377,4158.961828793775,4169.748494392309,4134.883165026322,4164.119961089494,4179.982322728313,4191.277954375524,3969.732720683604,4177.442008239872
4142.04691309987,4168.712489509423,4147.683398184176,4163.083570611124,4139.501709315633,4179.996281376364,4154.362762645915,4170.7685008010985,4152.803348744945,4154.874412909133,4187.16767223621,4191.277954375524,3977.420720073243,4178.97688548104
4140.507302204928,4166.168865339132,4137.4374319066155,4163.083570611124,4137.947421377889,4173.348486305028,4159.987774319066,4168.2030301365685,4155.882299229419,4156.415337605859,4187.707416800183,4191.791221484703,3979.50438345922,4183.080332799267
4142.560116731517,4168.196391851682,4141.035032425422,4162.036065918975,4148.736008239872,4167.696083009079,4167.700054474708,4172.31396505684,4144.604345769436,4166.140284580758,4185.143630121309,4192.304488593881,3974.3670754558634,4182.579148393987
4160.009040207522,4183.605593347067,4160.001582360571,4176.412164797437,4154.8617312886245,4186.679626153964,4175.376957198444,4185.635866941329,4161.521275959411,4176.926757457847,4198.468574044404,4197.950426794842,3987.695336079957,4193.855797512779
4170.2410376134885,4192.821622949569,4163.0811284046695,4187.176178530557,4145.124574502174,4190.767842374305,4172.829782101167,4185.141318379492,4178.957130388342,4170.763058670939,4205.114178988327,4197.437159685664,4002.5683816281376,4203.597569390402
4161.0354474708165,4186.149217517357,4154.360544747082,4179.988129091325,4146.678862439917,4168.72702449073,4159.987774319066,4168.728487983521,4164.600226443885,4158.469903868162,4192.834990157931,4192.817755703059,3992.2937656214235,4192.82210467689
4157.443022049286,4177.965383230335,4154.87859922179,4169.729807278554,4154.8617312886245,4172.317544823377,4161.013719844358,4163.59754665446,4152.319019455253,4164.119961089494,4186.155651178759,4194.870824139773,3981.5521216144043,4182.579148393987
4160.009040207522,4175.384894941634,4158.447418936446,4168.21273151751,4143.06742870222,4190.767842374305,4174.351011673152,4167.677572289616,4154.360121461814,4173.844908064393,4189.225448386358,4197.950426794842,3985.144644693675,4188.718657358663
4156.929818417639,4174.868797283894,4156.403981841764,4169.224115358206,4133.8331297779805,4186.146380560007,4170.2472295719845,4169.223036545358,4156.401223468375,4166.140284580758,4187.707416800183,4193.844289921416,3981.5521216144043,4190.786043030442
4152.824189364461,4170.776880140384,4152.3171076523995,4170.7773119707035,4141.558855115587,4169.2247203784245,4154.362762645915,4168.2030301365685,4154.87904570077,4151.792563515679,4182.579843442435,4189.224885938811,3973.325243762875,4182.579148393987
4149.744967574578,4167.164196536202,4148.719507133593,4167.670918745709,4141.558855115587,4155.395884641795,4150.258980544747,4166.16301731899,4142.044319523919,4148.197072556649,4176.406514991989,4184.605481956207,3968.7268142214084,4175.907130998703
4154.87700389105,4178.444616769665,4155.885927367056,4167.670918745709,4135.890275577935,4158.453159380484,4155.388708171206,4167.183023727779,4129.7285175860225,4160.010828564889,4181.028077821012,4188.711618829633,3971.7804588387885,4182.046639963378
4170.2410376134885,4192.305525291829,4166.160674448768,4179.482437170977,4141.010282902265,4175.3748195620665,4163.0656108949415,4173.859429312581,4146.161118486305,4171.790341802091,4195.398776836805,4203.083097886625,3986.653504386969,4201.028999313344
4171.78064850843,4188.213608148318,4162.045019455253,4183.600214236668,4145.124574502174,4176.939006637675,4169.751945525292,4171.788507209888,4167.679176928358,4163.6063195239185,4194.859032272831,4202.569830777447,3991.287859159228,4204.098753795682
4157.443022049286,4179.476812085146,4151.280998702983,4170.7773119707035,4142.0617129777975,4165.634200045778,4165.6481634241245,4166.16301731899,4158.961249713893,4145.115223163195,4176.406514991989,4188.711618829633,3976.4148136110475,4186.150087281605
4152.310985732814,4180.509007400626,4149.755616083009,4165.106338292516,4136.941705653468,4174.343878080415,4158.466544747082,4169.748494392309,4150.7622467383835,4144.122182803082,4170.266920576791,4187.685084611277,3969.732720683604,4180.511762722209
4157.443022049286,4183.605593347067,4155.396653696498,4171.788695811399,4137.947421377889,4186.146380560007,4156.414653696498,4165.6375594720375,4157.439071946288,4153.8471297779815,4179.476312199588,4191.277954375524,3976.9177668421453,4185.116394445716
4154.87700389105,4180.509007400626,4151.799053177691,4172.800079652095,4142.564570840009,4177.436702525369,4154.858046692607,4154.881128252079,4144.604345769436,4157.956262302587,4178.464291142138,4188.198351720454,3975.9118603799498,4178.475701075761
4147.178949416342,4169.744684824903,4142.042360570687,4162.036065918975,4140.0045671778435,4163.572317082476,4156.414653696498,4161.526624551766,4128.206339818417,4150.765280384528,4166.1513682764935,4185.118749065385,3965.6372443732357,4166.666543526359
4146.665745784695,4165.652767681392,4143.078469520104,4158.460101625086,4136.393133440146,4165.136504158084,4167.169392996109,4180.010377050431,4144.604345769436,4148.197072556649,4166.1513682764935,4186.65855039292,3965.134291142138,4166.666543526359
4153.850596627755,4173.320504310674,4151.280998702983,4167.670918745709,4138.998851453422,4173.846182192722,4173.855727626459,4187.706789044022,4169.235949645227,4163.092677958342,4182.040098878462,4193.331022812237,3979.50438345922,4180.010578316929
4154.3638002594025,4174.868797283894,4148.201452658885,4169.224115358206,4140.0045671778435,4175.3748195620665,4165.6481634241245,4181.0303834592205,4171.2770516517885,4172.817624933242,4188.719437857633,4194.870824139773,3990.78490592813,4183.581517204547
4144.612931258106,4167.680294193942,4139.480869001298,4157.44871778439,4138.4502792401,4169.7579659723815,4157.935883268483,4173.3339714656295,4161.036946669718,4160.010828564889,4180.522067292287,4188.711618829633,3980.007336690318,4172.3048680857555
4141.0205058365755,4166.648098878462,4142.5604150453955,4153.836632639049,4137.444563515678,4156.391276417182,4153.336817120623,4169.748494392309,4150.243322499427,4149.2243556878,4176.406514991989,4189.73815304799,3971.7804588387885,4170.769990844587
4151.797782101166,4168.712489509423,4152.3171076523995,4162.036065918975,4134.381701991302,4153.831697566186,4149.763696498055,4169.748494392309,4151.2811709773405,4162.065394827191,4185.143630121309,4198.46369390402,3986.1505511558707,4182.046639963378
4160.009040207522,4167.680294193942,4156.922036316472,4167.670918745709,4129.215980315861,4167.696083009079,4159.492490272373,4169.748494392309,4168.198101167315,4169.222133974212,4196.410797894255,4203.083097886625,4000.0176902418552,4190.786043030442
4162.061854734111,4167.680294193942,4153.842490272374,4165.648151064317,4131.273126115816,4173.846182192722,4168.195338521401,4171.788507209888,4175.393850614176,4167.167567711909,4200.526350194553,4198.46369390402,4000.5206434729535,4192.82210467689
4166.135408560311,4168.196391851682,4151.280998702983,4162.036065918975,4138.998851453422,4166.665141527428,4159.492490272373,4176.424899977112,4159.480173952849,4176.413115892271,4198.974584573129,4196.410625467307,3996.425167162585,4191.788411841001
4169.727833981841,4169.744684824903,4154.87859922179,4165.648151064317,4139.501709315633,4168.72702449073,4157.935883268483,4173.859429312581,4150.7622467383835,4177.440399023422,4190.777214007782,4197.437159685664,3994.8803822384984,4192.82210467689
4168.1882230869,4172.804406652934,4156.403981841764,4168.21273151751,4134.381701991302,4170.753357747769,4168.726000000001,4171.293958648051,4160.518022430762,4165.660885786221,4186.661661707484,4197.950426794842,3998.975858548867,4193.323289082169
